FID,Corregim 1,Cod_Prov,Provincia,Lat_Prov,Long_Prov,Poblacion Provincia,Cod_Dist,Distrito,Lat_Dist,Long_Dist,Poblacion Dist,Cod_Corr,Corregimiento,Lat,Long,Población
433,El Barrito,9,Veraguas,8.078209877,-81.13490295,226991,901,Atalaya,8.017000198,-80.91049957,10205,90102,El Barrito,7.981579781,-80.9417038,899
434,La Montañuela,9,Veraguas,8.078209877,-81.13490295,226991,901,Atalaya,8.017000198,-80.91049957,10205,90103,La Montañuela,8.024459839,-80.86859894,786
435,La Carrillo,9,Veraguas,8.078209877,-81.13490295,226991,901,Atalaya,8.017000198,-80.91049957,10205,90104,La Carrillo,7.986430168,-80.89830017,630
436,San Antonio,9,Veraguas,8.078209877,-81.13490295,226991,901,Atalaya,8.017000198,-80.91049957,10205,90105,San Antonio,8.071009636,-80.90319824,2966
437,Calobre (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90201,Calobre (Cabecera),8.298299789,-80.82389832,2514
438,Barnizal,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90202,Barnizal,8.407309532,-80.76779938,435
439,Chitra,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90203,Chitra,8.518520355,-80.89779663,1301
440,El Cocla,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90204,El Cocla,8.331709862,-80.90190125,608
441,El Potrero,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90205,El Potrero,8.385239601,-80.80809784,635
442,La Laguna,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90206,La Laguna,8.334309578,-80.75060272,774
443,La Raya de Calobre,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90207,La Raya de Calobre,8.224989891,-80.81159973,496
444,La Tetilla,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90208,La Tetilla,8.25617981,-80.87539673,400
445,La Yeguada,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90209,La Yeguada,8.452830315,-80.86530304,1353
446,Las Guías,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90210,Las Guías,8.238940239,-80.75779724,1712
447,Monjarás,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90211,Monjarás,8.381719589,-80.85700226,585
448,San José,9,Veraguas,8.078209877,-81.13490295,226991,902,Calobre,8.367580414,-80.83270264,11493,90212,San José,8.459409714,-80.79219818,680
449,Cañazas (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90301,Cañazas (Cabecera),8.316809654,-81.22280121,4836
450,Cerro Plata,9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90302,Cerro Plata,8.285880089,-81.35500336,1594
451,El Picador,9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90303,El Picador,8.418789864,-81.290802,3065
452,Los Valles,9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90304,Los Valles,8.427000046,-81.20739746,1200
453,San José,9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90305,San José,8.37112999,-81.42199707,1936
454,San Marcelo,9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90306,San Marcelo,8.276579857,-81.15550232,1476
455,El Aromillo,9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90307,El Aromillo,8.356800079,-81.15059662,1359
456,Las Cruces,9,Veraguas,8.078209877,-81.13490295,226991,903,Cañazas,8.356249809,-81.28340149,16830,90308,Las Cruces,8.341219902,-81.30999756,1364
457,La Mesa (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,904,La Mesa,8.168370247,-81.22519684,11631,90401,La Mesa (Cabecera),8.144659996,-81.18759918,3338
458,Bisvalles,9,Veraguas,8.078209877,-81.13490295,226991,904,La Mesa,8.168370247,-81.22519684,11631,90402,Bisvalles,8.213439941,-81.22309875,2185
459,Boró,9,Veraguas,8.078209877,-81.13490295,226991,904,La Mesa,8.168370247,-81.22519684,11631,90403,Boró,8.166740417,-81.30709839,1757
460,Llano Grande,9,Veraguas,8.078209877,-81.13490295,226991,904,La Mesa,8.168370247,-81.22519684,11631,90404,Llano Grande,8.090259552,-81.14170074,815
461,San Bartolo,9,Veraguas,8.078209877,-81.13490295,226991,904,La Mesa,8.168370247,-81.22519684,11631,90405,San Bartolo,8.223070145,-81.28330231,2440
462,Los Milagros,9,Veraguas,8.078209877,-81.13490295,226991,904,La Mesa,8.168370247,-81.22519684,11631,90406,Los Milagros,8.159359932,-81.11250305,1096
463,El Higo,9,Veraguas,8.078209877,-81.13490295,226991,904,La Mesa,8.168370247,-81.22519684,11631,90407,El Higo,8.221300125,-81.34739685,0
464,Las Palmas (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90501,Las Palmas (Cabecera),8.134189606,-81.45760345,3106
465,Cerro de Casa,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90502,Cerro de Casa,8.11921978,-81.57330322,2343
466,Corozal,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90503,Corozal,8.076210022,-81.41770172,920
467,El María,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90504,El María,7.999219894,-81.45870209,1077
468,El Prado,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90505,El Prado,8.226110458,-81.48799896,1074
469,El Rincón,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90506,El Rincón,8.221159935,-81.41390228,2574
470,Lolá,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90507,Lolá,8.090180397,-81.4905014,946
471,Pixvae,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90508,Pixvae,7.881869793,-81.5802002,820
472,Puerto Vidal,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90509,Puerto Vidal,8.030079842,-81.5963974,1671
473,San Martín de Porres,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90510,San Martín de Porres,8.199069977,-81.53659821,1004
474,Viguí,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90511,Viguí,8.337750435,-81.50039673,964
475,Zapotillo,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90512,Zapotillo,7.968150139,-81.53600311,1067
476,Manuel E. Amador Terrero,9,Veraguas,8.078209877,-81.13490295,226991,905,Las Palmas,8.076999664,-81.51080322,17566,90513,Manuel E. Amador Terrero,8.160779953,-81.42340088,0
477,Montijo (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90601,Montijo (Cabecera),7.992450237,-81.0483017,2288
478,Gobernadora,9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90602,Gobernadora,7.465270042,-81.7507019,269
479,La Garceana,9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90603,La Garceana,7.923840046,-81.03410339,276
480,Leones,9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90604,Leones,7.760429859,-81.11209869,224
481,Pilón,9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90605,Pilón,7.962190151,-81.09259796,890
482,Cébaco,9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90606,Cébaco,7.538360119,-81.14209747,378
483,Costa Hermosa,9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90607,Costa Hermosa,7.936940193,-81.05919647,1550
484,Unión del Norte,9,Veraguas,8.078209877,-81.13490295,226991,906,Montijo,7.576169968,-81.54319763,6572,90608,Unión del Norte,8.023530006,-81.07779694,697
485,Río de Jesús (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,907,Río de Jesús,7.953440189,-81.15609741,5102,90701,Río de Jesús (Cabecera),7.996860027,-81.16500092,2484
486,Las Huacas,9,Veraguas,8.078209877,-81.13490295,226991,907,Río de Jesús,7.953440189,-81.15609741,5102,90702,Las Huacas,7.888500214,-81.15450287,965
487,Los Castillos,9,Veraguas,8.078209877,-81.13490295,226991,907,Río de Jesús,7.953440189,-81.15609741,5102,90703,Los Castillos,8.029439926,-81.11389923,552
488,Utirá,9,Veraguas,8.078209877,-81.13490295,226991,907,Río de Jesús,7.953440189,-81.15609741,5102,90704,Utirá,7.971069813,-81.21600342,314
489,Catorce de Noviembre,9,Veraguas,8.078209877,-81.13490295,226991,907,Río de Jesús,7.953440189,-81.15609741,5102,90705,Catorce de Noviembre,7.930729866,-81.11090088,787
490,San Francisco (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,908,San Francisco,8.29913044,-81.0059967,9881,90801,San Francisco (Cabecera),8.241709709,-80.97470093,2283
491,Corral Falso,9,Veraguas,8.078209877,-81.13490295,226991,908,San Francisco,8.29913044,-81.0059967,9881,90802,Corral Falso,8.215459824,-80.88410187,469
492,Los Hatillos,9,Veraguas,8.078209877,-81.13490295,226991,908,San Francisco,8.29913044,-81.0059967,9881,90803,Los Hatillos,8.336079597,-80.9661026,1365
493,Remance,9,Veraguas,8.078209877,-81.13490295,226991,908,San Francisco,8.29913044,-81.0059967,9881,90804,Remance,8.282299995,-81.07720184,1618
494,San Juan,9,Veraguas,8.078209877,-81.13490295,226991,908,San Francisco,8.29913044,-81.0059967,9881,90805,San Juan,8.297470093,-81.03410339,1591
495,San José,9,Veraguas,8.078209877,-81.13490295,226991,908,San Francisco,8.29913044,-81.0059967,9881,90806,San José,8.36221981,-81.05879974,2555
496,Santa Fe (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90901,Santa Fe (Cabecera),8.495599747,-81.08540344,3047
497,Calovébora,9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90902,Calovébora,8.714920044,-80.93560028,4397
498,El Alto,9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90903,El Alto,8.54598999,-81.02839661,1318
499,El Cuay,9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90904,El Cuay,8.443079948,-81.10990143,1486
500,El Pantano,9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90905,El Pantano,8.573740005,-81.07250214,658
501,Gatú o Gatucito,9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90906,Gatú o Gatucito,8.544099808,-80.95929718,1315
502,Río Luis,9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90907,Río Luis,8.650050163,-81.14910126,2204
503,Rubén Cantú,9,Veraguas,8.078209877,-81.13490295,226991,909,Santa Fe,8.646400452,-80.99420166,15585,90908,Rubén Cantú,8.451589584,-80.97810364,1160
504,Santiago (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91001,Santiago (Cabecera),8.082220078,-80.97399902,31065
505,La Colorada,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91002,La Colorada,7.992420197,-80.98899841,2128
506,La Peña,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91003,La Peña,8.189470291,-81.06430054,3990
507,La Raya de Santa María,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91004,La Raya de Santa María,8.149749756,-80.81060028,3268
508,Ponuga,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91005,Ponuga,7.897749901,-80.99169922,2798
509,San Pedro del Espino,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91006,San Pedro del Espino,8.136639595,-81.07800293,1629
510,Canto del Llano,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91007,Canto del Llano,8.175209999,-80.95480347,13331
511,Los Algarrobos,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91008,Los Algarrobos,8.090600014,-81.05069733,5490
512,Carlos Santana Ávila,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91009,Carlos Santana Ávila,8.10089016,-80.83840179,4059
513,Edwin Fábrega,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91010,Edwin Fábrega,8.051919937,-81.01689911,3434
514,San Martín de Porres,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91011,San Martín de Porres,8.114649773,-80.95359802,16406
515,Urracá,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91012,Urracá,8.155070305,-80.89830017,1399
516,Rodrigo Luque,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91013,Rodrigo Luque,8.143989563,-80.99189758,0
517,Nuevo Santiago,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91014,Nuevo Santiago,8.100199699,-80.92690277,0
518,Santiago Este,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91015,Santiago Este,8.159620285,-80.73970032,0
519,Santiago Sur,9,Veraguas,8.078209877,-81.13490295,226991,910,Santiago,8.040140152,-80.96710205,88997,91016,Santiago Sur,7.799749851,-81.00630188,0
520,Soná (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91101,Soná (Cabecera),7.973909855,-81.32779694,10802
521,Bahía Honda,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91102,Bahía Honda,7.76760006,-81.50530243,1037
522,Calidonia,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91103,Calidonia,7.911699772,-81.43689728,1419
523,Cativé,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91104,Cativé,7.853159904,-81.40270233,822
524,El Marañón,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91105,El Marañón,8.017419815,-81.25430298,2322
525,Guarumal,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91106,Guarumal,7.823309898,-81.22480011,3239
526,La Soledad,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91107,La Soledad,7.895410061,-81.29350281,1517
527,Quebrada de Oro,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91108,Quebrada de Oro,8.034460068,-81.37030029,955
528,Río Grande,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91109,Río Grande,7.71160984,-81.34470367,3674
529,Rodeo Viejo,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91110,Rodeo Viejo,8.090829849,-81.31809998,2046
530,Hicaco,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91111,Hicaco,7.670619965,-81.24230194,0
531,La Trinchera,9,Veraguas,8.078209877,-81.13490295,226991,911,Soná,7.860239983,-81.34449768,27833,91112,La Trinchera,7.782269955,-81.31330109,0
532,Llano de Catival o Mariato (Cabecera),9,Veraguas,8.078209877,-81.13490295,226991,912,Mariato,7.445529938,-80.8348999,5296,91201,Llano de Catival o Mariato (Cabecera),7.61303997,-80.92230225,2376
533,Arenas,9,Veraguas,8.078209877,-81.13490295,226991,912,Mariato,7.445529938,-80.8348999,5296,91202,Arenas,7.369860172,-80.77300262,663
534,El Cacao,9,Veraguas,8.078209877,-81.13490295,226991,912,Mariato,7.445529938,-80.8348999,5296,91203,El Cacao,7.274459839,-80.78359985,529
535,Quebro,9,Veraguas,8.078209877,-81.13490295,226991,912,Mariato,7.445529938,-80.8348999,5296,91204,Quebro,7.483970165,-80.82569885,1129
536,Tebario,9,Veraguas,8.078209877,-81.13490295,226991,912,Mariato,7.445529938,-80.8348999,5296,91205,Tebario,7.71683979,-80.97260284,599
